prompt_tokens,output_tokens,tokens_total,domain,latency_requirement_ms,quality_req_tier,quality_requirement,log_tokens_total,strict_latency,domain_penalty,label_model
948,517,1465,writing,1500,5,0.85,7.290292882446597,0,0.04,Claude 3.6S
1344,1093,2437,chat,400,3,0.6,7.798933310041217,1,0.0,Gemini 3
1421,443,1864,qa,800,1,0.35,7.5310163320779155,0,0.03,Claude 3.6S
1389,883,2272,qa,400,4,0.725,7.728855823852543,1,0.03,Gemini 3
259,185,444,qa,3000,5,0.85,6.09807428216624,0,0.03,Claude 3.6S
676,488,1164,qa,200,4,0.725,7.060476365999801,1,0.03,Gemini 3
180,287,467,reasoning,6000,5,0.85,6.148468295917646,0,0.08,Gemini 3
471,471,942,writing,800,2,0.475,6.849066282633458,0,0.04,Claude 3.6S
326,169,495,writing,800,3,0.6,6.206575926724927,0,0.04,Claude 3.6S
182,162,344,chat,800,1,0.35,5.843544417031359,0,0.0,Claude 3.6S
433,305,738,chat,1500,1,0.35,6.6052979209482015,0,0.0,Claude 3.6S
1554,929,2483,writing,1500,1,0.35,7.817625443053369,0,0.04,Claude 3.6S
973,673,1646,code,1500,3,0.6,7.4067107301776405,0,0.07,Claude 3.6S
152,219,371,qa,3000,4,0.725,5.918893854273146,0,0.03,Claude 3.6S
357,433,790,qa,400,4,0.725,6.673297967767653,1,0.03,Claude 3.6S
215,174,389,reasoning,800,3,0.6,5.966146739123692,0,0.08,Claude 3.6S
1946,592,2538,code,3000,2,0.475,7.839525581704678,0,0.07,Claude 3.6S
2365,1561,3926,qa,3000,1,0.35,8.275631054578009,0,0.03,Claude 3.6S
6333,2364,8697,chat,200,4,0.725,9.070848393157583,1,0.0,Gemini 3
396,460,856,qa,3000,1,0.35,6.75343791859778,0,0.03,Claude 3.6S
9815,3000,12815,code,3000,1,0.35,9.45844966930814,0,0.07,Claude 3.6S
4571,1786,6357,reasoning,800,3,0.6,8.757469141470748,0,0.08,Claude 3.6S
370,256,626,code,3000,3,0.6,6.44094654063292,0,0.07,Claude 3.6S
645,483,1128,code,400,3,0.6,7.029087564149662,1,0.07,Gemini 3
2415,1007,3422,qa,3000,2,0.475,8.138272638530186,0,0.03,Claude 3.6S
2076,1203,3279,chat,3000,2,0.475,8.095598701378188,0,0.0,Claude 3.6S
115,204,319,reasoning,3000,3,0.6,5.768320995793772,0,0.08,Claude 3.6S
502,303,805,writing,1500,2,0.475,6.692083742506628,0,0.04,Claude 3.6S
1740,1034,2774,qa,800,1,0.35,7.928406026180535,0,0.03,Claude 3.6S
212,100,312,chat,1500,3,0.6,5.746203190540153,0,0.0,Claude 3.6S
162,170,332,reasoning,800,1,0.35,5.808142489980444,0,0.08,Claude 3.6S
219,255,474,reasoning,400,2,0.475,6.163314804034641,1,0.08,Claude 3.6S
823,555,1378,chat,1500,5,0.85,7.229113877793302,0,0.0,Claude 3.6S
2284,1547,3831,code,200,2,0.475,8.251142139090751,1,0.07,Gemini 3
277,141,418,chat,200,2,0.475,6.037870919922137,1,0.0,Gemini 3
1177,970,2147,chat,1500,1,0.35,7.672292455628755,0,0.0,Claude 3.6S
1680,726,2406,qa,1500,2,0.475,7.786136437783072,0,0.03,Claude 3.6S
263,425,688,reasoning,3000,1,0.35,6.535241271013659,0,0.08,Claude 3.6S
1020,395,1415,code,3000,3,0.6,7.255591274253665,0,0.07,Claude 3.6S
856,523,1379,writing,400,3,0.6,7.22983877815125,1,0.04,Gemini 3
91,214,305,reasoning,1500,1,0.35,5.723585101952381,0,0.08,Claude 3.6S
569,177,746,chat,1500,3,0.6,6.616065185132817,0,0.0,Claude 3.6S
9430,3000,12430,writing,3000,3,0.6,9.427948631791715,0,0.04,Claude 3.6S
1606,845,2451,reasoning,400,5,0.85,7.8046592970561015,1,0.08,Gemini 3
2367,1269,3636,writing,3000,2,0.475,8.198914444986988,0,0.04,Claude 3.6S
443,435,878,code,200,3,0.6,6.778784897685177,1,0.07,Gemini 3
176,210,386,code,1500,1,0.35,5.958424693029782,0,0.07,Claude 3.6S
1339,315,1654,writing,200,1,0.35,7.411556287811163,1,0.04,Gemini 3
2177,444,2621,reasoning,400,1,0.35,7.8716926643236445,1,0.08,Gemini 3
1747,1370,3117,reasoning,200,3,0.6,8.044947049617722,1,0.08,Gemini 3
579,326,905,writing,800,2,0.475,6.809039306042979,0,0.04,Claude 3.6S
2320,1565,3885,writing,200,3,0.6,8.265135629937385,1,0.04,Gemini 3
2352,713,3065,writing,3000,5,0.85,8.028129059431759,0,0.04,Claude 3.6S
1842,1404,3246,chat,1500,2,0.475,8.085486772102845,0,0.0,Claude 3.6S
219,282,501,reasoning,400,3,0.6,6.218600119691729,1,0.08,Claude 3.6S
87,87,174,chat,400,2,0.475,5.164785973923514,1,0.0,Claude 3.6S
392,215,607,chat,6000,3,0.6,6.410174881966167,0,0.0,Claude 3.6S
1869,947,2816,code,3000,1,0.35,7.943427767876372,0,0.07,Claude 3.6S
209,141,350,code,800,3,0.6,5.860786223465865,0,0.07,Claude 3.6S
461,370,831,qa,400,2,0.475,6.723832440821209,1,0.03,Claude 3.6S
117,215,332,chat,400,1,0.35,5.808142489980444,1,0.0,Claude 3.6S
332,225,557,reasoning,800,3,0.6,6.324358962381311,0,0.08,Claude 3.6S
1586,680,2266,qa,200,2,0.475,7.726212650507529,1,0.03,Gemini 3
1571,1078,2649,qa,200,5,0.85,7.882314918980268,1,0.03,Gemini 3
509,374,883,code,1500,2,0.475,6.784457062637643,0,0.07,Claude 3.6S
379,380,759,chat,3000,4,0.725,6.633318433280377,0,0.0,Claude 3.6S
414,467,881,code,800,2,0.475,6.782192056006791,0,0.07,Claude 3.6S
447,375,822,writing,400,3,0.6,6.71295620067707,1,0.04,Claude 3.6S
2261,1557,3818,reasoning,400,4,0.725,8.247743887225516,1,0.08,Gemini 3
1915,981,2896,chat,800,2,0.475,7.9714309977693505,0,0.0,Claude 3.6S
1282,567,1849,chat,1500,5,0.85,7.52294091807237,0,0.0,Claude 3.6S
215,189,404,writing,3000,2,0.475,6.003887067106539,0,0.04,Claude 3.6S
280,215,495,code,400,1,0.35,6.206575926724927,1,0.07,Claude 3.6S
930,597,1527,writing,1500,5,0.85,7.331714969726465,0,0.04,Claude 3.6S
73,241,314,code,400,1,0.35,5.752572638825633,1,0.07,Claude 3.6S
234,183,417,code,200,1,0.35,6.035481432524756,1,0.07,Gemini 3
378,259,637,chat,3000,3,0.6,6.45833828334479,0,0.0,Claude 3.6S
1673,1318,2991,qa,800,1,0.35,8.003697339094368,0,0.03,Claude 3.6S
25,36,61,code,400,4,0.725,4.127134385045092,1,0.07,Claude 3.6S
2007,1003,3010,qa,400,3,0.6,8.010027528481734,1,0.03,Gemini 3
221,160,381,chat,800,1,0.35,5.945420608606575,0,0.0,Claude 3.6S
2286,1684,3970,code,800,4,0.725,8.286773231131251,0,0.07,Claude 3.6S
390,292,682,chat,6000,3,0.6,6.52649485957079,0,0.0,Claude 3.6S
412,338,750,writing,1500,4,0.725,6.621405651764134,0,0.04,Claude 3.6S
9066,3000,12066,code,400,2,0.475,9.3982297330736,1,0.07,Gemini 3
1473,484,1957,code,3000,3,0.6,7.579678823090456,0,0.07,Claude 3.6S
1651,809,2460,writing,800,4,0.725,7.8083230503910555,0,0.04,Claude 3.6S
442,227,669,chat,200,3,0.6,6.507277712385012,1,0.0,Gemini 3
1610,774,2384,qa,200,1,0.35,7.776954403322441,1,0.03,Gemini 3
386,494,880,writing,1500,1,0.35,6.781057625936179,0,0.04,Claude 3.6S
2735,559,3294,writing,1500,2,0.475,8.100161446936607,0,0.04,Claude 3.6S
1030,707,1737,code,800,3,0.6,7.460490305825337,0,0.07,Claude 3.6S
854,706,1560,writing,3000,3,0.6,7.353081920515431,0,0.04,Claude 3.6S
1094,813,1907,qa,6000,3,0.6,7.553810852008231,0,0.03,Claude 3.6S
639,246,885,writing,3000,1,0.35,6.786716950605081,0,0.04,Claude 3.6S
1978,496,2474,qa,400,1,0.35,7.813995675002791,1,0.03,Gemini 3
492,267,759,chat,800,2,0.475,6.633318433280377,0,0.0,Claude 3.6S
8533,3000,11533,code,1500,1,0.35,9.353054474175357,0,0.07,Claude 3.6S
511,539,1050,code,1500,2,0.475,6.9574973708769505,0,0.07,Claude 3.6S
102,210,312,writing,200,1,0.35,5.746203190540153,1,0.04,Gemini 3
199,187,386,writing,800,4,0.725,5.958424693029782,0,0.04,Claude 3.6S
898,684,1582,code,1500,3,0.6,7.367077059881012,0,0.07,Claude 3.6S
1724,579,2303,code,800,2,0.475,7.742402021815781,0,0.07,Claude 3.6S
75,244,319,qa,200,3,0.6,5.768320995793772,1,0.03,Gemini 3
6766,3000,9766,reasoning,3000,3,0.6,9.186764635447476,0,0.08,Claude 3.6S
327,229,556,chat,3000,1,0.35,6.322565239927284,0,0.0,Claude 3.6S
2585,986,3571,chat,1500,3,0.6,8.180880941996389,0,0.0,Claude 3.6S
1325,798,2123,chat,200,3,0.6,7.66105638236183,1,0.0,Gemini 3
291,331,622,chat,400,3,0.6,6.434546518787453,1,0.0,Claude 3.6S
185,104,289,code,400,1,0.35,5.66988092298052,1,0.07,Claude 3.6S
313,278,591,reasoning,3000,2,0.475,6.3835066348840055,0,0.08,Claude 3.6S
238,239,477,qa,1500,1,0.35,6.1696107324914555,0,0.03,Claude 3.6S
2389,513,2902,reasoning,200,2,0.475,7.973499964024629,1,0.08,Gemini 3
1049,876,1925,qa,200,3,0.6,7.56320059235807,1,0.03,Gemini 3
4483,1895,6378,chat,6000,1,0.35,8.760766624241954,0,0.0,Claude 3.6S
357,412,769,qa,1500,3,0.6,6.646390514847729,0,0.03,Claude 3.6S
9799,3000,12799,writing,800,2,0.475,9.457200449907708,0,0.04,Gemini 3
417,329,746,chat,1500,4,0.725,6.616065185132817,0,0.0,Claude 3.6S
7056,3000,10056,chat,3000,3,0.6,9.21602418844448,0,0.0,Claude 3.6S
7218,2428,9646,chat,800,2,0.475,9.174402265170553,0,0.0,Gemini 3
105,299,404,reasoning,200,1,0.35,6.003887067106539,1,0.08,Gemini 3
1606,584,2190,writing,1500,3,0.6,7.692113339595466,0,0.04,Claude 3.6S
1864,1012,2876,qa,1500,2,0.475,7.964503363551548,0,0.03,Claude 3.6S
2206,976,3182,chat,800,3,0.6,8.065579427282092,0,0.0,Claude 3.6S
1039,385,1424,chat,200,2,0.475,7.26192709270275,1,0.0,Gemini 3
1884,783,2667,code,200,4,0.725,7.889084407035514,1,0.07,Gemini 3
2081,1046,3127,chat,400,1,0.35,8.048149101665201,1,0.0,Gemini 3
69,188,257,chat,1500,3,0.6,5.552959584921617,0,0.0,Claude 3.6S
687,433,1120,chat,400,1,0.35,7.02197642307216,1,0.0,Gemini 3
5766,3000,8766,qa,1500,5,0.85,9.078749951588586,0,0.03,Gemini 3
116,193,309,qa,200,1,0.35,5.736572297479192,1,0.03,Gemini 3
1564,520,2084,qa,800,2,0.475,7.642524134232902,0,0.03,Claude 3.6S
330,176,506,chat,3000,3,0.6,6.228511003591183,0,0.0,Claude 3.6S
437,374,811,code,1500,3,0.6,6.699500340161678,0,0.07,Claude 3.6S
465,194,659,chat,800,1,0.35,6.492239835020471,0,0.0,Claude 3.6S
2029,1319,3348,code,200,1,0.35,8.116417072794205,1,0.07,Gemini 3
114,233,347,writing,800,1,0.35,5.8522024797744745,0,0.04,Claude 3.6S
99,237,336,reasoning,800,3,0.6,5.820082930352362,0,0.08,Claude 3.6S
221,76,297,writing,3000,1,0.35,5.697093486505405,0,0.04,Claude 3.6S
403,218,621,writing,800,4,0.725,6.432940092739179,0,0.04,Claude 3.6S
2317,1382,3699,qa,200,2,0.475,8.216088098632316,1,0.03,Gemini 3
67,218,285,chat,3000,4,0.725,5.655991810819852,0,0.0,Claude 3.6S
164,234,398,qa,800,1,0.35,5.988961416889863,0,0.03,Claude 3.6S
712,322,1034,reasoning,400,1,0.35,6.942156705699469,1,0.08,Gemini 3
331,303,634,qa,800,3,0.6,6.453624998892692,0,0.03,Claude 3.6S
248,120,368,chat,3000,2,0.475,5.910796644040527,0,0.0,Claude 3.6S
3520,1144,4664,writing,1500,4,0.725,8.447843113281444,0,0.04,Claude 3.6S
5514,1325,6839,code,3000,3,0.6,8.830543010616596,0,0.07,Claude 3.6S
847,541,1388,reasoning,800,1,0.35,7.236339342754343,0,0.08,Claude 3.6S
299,185,484,chat,800,1,0.35,6.184148890937483,0,0.0,Claude 3.6S
1057,741,1798,chat,1500,3,0.6,7.494986233950533,0,0.0,Claude 3.6S
131,242,373,chat,3000,1,0.35,5.924255797414531,0,0.0,Claude 3.6S
212,99,311,chat,3000,2,0.475,5.7430031878094825,0,0.0,Claude 3.6S
279,259,538,writing,6000,2,0.475,6.289715570908997,0,0.04,Claude 3.6S
5357,3000,8357,writing,6000,3,0.6,9.03097444300786,0,0.04,Claude 3.6S
1114,272,1386,writing,800,1,0.35,7.234898420314831,0,0.04,Claude 3.6S
170,237,407,chat,3000,3,0.6,6.0112671744041615,0,0.0,Claude 3.6S
315,264,579,chat,800,2,0.475,6.363028103540465,0,0.0,Claude 3.6S
9883,1743,11626,code,200,2,0.475,9.361085258668608,1,0.07,Gemini 3
9471,3000,12471,chat,400,1,0.35,9.431241410737613,1,0.0,Gemini 3
821,538,1359,chat,3000,5,0.85,7.215239978730097,0,0.0,Claude 3.6S
234,120,354,chat,800,3,0.6,5.872117789475416,0,0.0,Claude 3.6S
1607,935,2542,qa,800,2,0.475,7.841099765422119,0,0.03,Claude 3.6S
2186,1064,3250,writing,200,1,0.35,8.086717920303904,1,0.04,Gemini 3
248,267,515,chat,800,3,0.6,6.246106765481563,0,0.0,Claude 3.6S
75,192,267,qa,800,1,0.35,5.5909869805108565,0,0.03,Claude 3.6S
495,178,673,qa,3000,3,0.6,6.513230110912307,0,0.03,Claude 3.6S
424,361,785,chat,800,3,0.6,6.666956792429207,0,0.0,Claude 3.6S
492,334,826,writing,1500,1,0.35,6.717804695023691,0,0.04,Claude 3.6S
77,122,199,chat,1500,4,0.725,5.298317366548036,0,0.0,Claude 3.6S
4308,1077,5385,reasoning,1500,1,0.35,8.591558273371543,0,0.08,Claude 3.6S
83,182,265,writing,3000,2,0.475,5.583496308781699,0,0.04,Claude 3.6S
1146,678,1824,code,800,1,0.35,7.509335266016592,0,0.07,Claude 3.6S
1327,1094,2421,chat,800,2,0.475,7.792348924113037,0,0.0,Claude 3.6S
337,368,705,chat,800,4,0.725,6.559615237493242,0,0.0,Claude 3.6S
2154,849,3003,writing,800,2,0.475,8.007700012884024,0,0.04,Claude 3.6S
396,196,592,qa,800,2,0.475,6.385194398997725,0,0.03,Claude 3.6S
1985,1395,3380,code,200,2,0.475,8.125926802707886,1,0.07,Gemini 3
860,655,1515,reasoning,1500,1,0.35,7.323830566202317,0,0.08,Claude 3.6S
1500,1050,2550,qa,800,3,0.6,7.844240718141811,0,0.03,Claude 3.6S
93,182,275,code,3000,2,0.475,5.62040086571715,0,0.07,Claude 3.6S
9330,3000,12330,chat,400,3,0.6,9.41987169587053,1,0.0,Gemini 3
840,570,1410,code,400,1,0.35,7.2520539518528135,1,0.07,Gemini 3
1433,702,2135,reasoning,200,2,0.475,7.666690200080085,1,0.08,Gemini 3
859,586,1445,writing,6000,3,0.6,7.276556402718709,0,0.04,Claude 3.6S
179,110,289,reasoning,200,2,0.475,5.66988092298052,1,0.08,Gemini 3
7845,3000,10845,writing,400,1,0.35,9.291551627401006,1,0.04,Gemini 3
2029,515,2544,reasoning,3000,1,0.35,7.841885928984623,0,0.08,Claude 3.6S
1833,608,2441,qa,3000,1,0.35,7.80057265467065,0,0.03,Claude 3.6S
211,343,554,chat,800,3,0.6,6.318968113746434,0,0.0,Claude 3.6S
7882,3000,10882,qa,800,1,0.35,9.294957217696062,0,0.03,Gemini 3
168,252,420,code,6000,4,0.725,6.042632833682381,0,0.07,Claude 3.6S
1146,369,1515,reasoning,200,1,0.35,7.323830566202317,1,0.08,Gemini 3
281,202,483,code,800,3,0.6,6.182084906716631,0,0.07,Claude 3.6S
203,124,327,code,400,2,0.475,5.793013608384143,1,0.07,Claude 3.6S
1562,853,2415,qa,3000,2,0.475,7.789868559054705,0,0.03,Claude 3.6S
173,271,444,reasoning,400,2,0.475,6.09807428216624,1,0.08,Claude 3.6S
403,412,815,chat,800,3,0.6,6.704414354964107,0,0.0,Claude 3.6S
84,294,378,chat,800,1,0.35,5.937536205082426,0,0.0,Claude 3.6S
595,342,937,qa,1500,1,0.35,6.843749949006225,0,0.03,Claude 3.6S
59,143,202,writing,1500,2,0.475,5.313205979041787,0,0.04,Claude 3.6S
357,210,567,chat,800,1,0.35,6.342121418721151,0,0.0,Claude 3.6S
1104,895,1999,qa,1500,5,0.85,7.600902459542082,0,0.03,Claude 3.6S
1264,1105,2369,reasoning,400,3,0.6,7.7706452341291765,1,0.08,Gemini 3
694,613,1307,chat,3000,4,0.725,7.176254532017143,0,0.0,Claude 3.6S
8572,3000,11572,reasoning,6000,2,0.475,9.356430077848078,0,0.08,Claude 3.6S
399,302,701,qa,800,2,0.475,6.553933404025811,0,0.03,Claude 3.6S
549,149,698,chat,400,2,0.475,6.54965074223381,1,0.0,Claude 3.6S
868,551,1419,code,1500,1,0.35,7.258412150595306,0,0.07,Claude 3.6S
2160,444,2604,qa,6000,3,0.6,7.865187954187467,0,0.03,Claude 3.6S
1043,450,1493,writing,3000,5,0.85,7.309212365692763,0,0.04,Claude 3.6S
323,78,401,chat,3000,2,0.475,5.996452088619021,0,0.0,Claude 3.6S
317,367,684,chat,6000,4,0.725,6.529418838262225,0,0.0,Claude 3.6S
992,383,1375,reasoning,200,1,0.35,7.226936018493289,1,0.08,Gemini 3
2320,730,3050,writing,200,3,0.6,8.02322468471667,1,0.04,Gemini 3
391,317,708,code,800,2,0.475,6.5638555265321274,0,0.07,Claude 3.6S
138,272,410,code,3000,2,0.475,6.018593214496234,0,0.07,Claude 3.6S
2247,1074,3321,qa,1500,1,0.35,8.10832229017324,0,0.03,Claude 3.6S
121,201,322,writing,1500,2,0.475,5.777652323222656,0,0.04,Claude 3.6S
1868,679,2547,chat,200,3,0.6,7.843064016692054,1,0.0,Gemini 3
352,180,532,code,1500,2,0.475,6.278521424165844,0,0.07,Claude 3.6S
563,370,933,code,400,1,0.35,6.839476438228842,1,0.07,Claude 3.6S
258,90,348,chat,800,1,0.35,5.855071922202427,0,0.0,Claude 3.6S
181,156,337,writing,800,3,0.6,5.823045895483019,0,0.04,Claude 3.6S
164,194,358,writing,200,4,0.725,5.883322388488279,1,0.04,Gemini 3
1617,649,2266,qa,1500,4,0.725,7.726212650507529,0,0.03,Claude 3.6S
2307,1097,3404,chat,400,3,0.6,8.133000218583613,1,0.0,Gemini 3
474,273,747,reasoning,800,2,0.475,6.617402977974477,0,0.08,Claude 3.6S
9424,3000,12424,chat,800,5,0.85,9.427465850964829,0,0.0,Gemini 3
2496,1407,3903,writing,400,1,0.35,8.269756947532983,1,0.04,Gemini 3
176,168,344,writing,3000,1,0.35,5.843544417031359,0,0.04,Claude 3.6S
1320,700,2020,writing,1500,3,0.6,7.61134771740362,0,0.04,Claude 3.6S
256,232,488,writing,800,3,0.6,6.1923624894748714,0,0.04,Claude 3.6S
9309,3000,12309,chat,400,1,0.35,9.4181672191785,1,0.0,Gemini 3
28,93,121,code,3000,3,0.6,4.804021044733257,0,0.07,Claude 3.6S
7472,2899,10371,code,3000,4,0.725,9.246865146658555,0,0.07,Claude 3.6S
31,242,273,writing,400,5,0.85,5.6131281063880705,1,0.04,Claude 3.6S
773,516,1289,chat,3000,1,0.35,7.162397497355718,0,0.0,Claude 3.6S
388,360,748,code,800,2,0.475,6.618738983517219,0,0.07,Claude 3.6S
463,383,846,chat,800,2,0.475,6.741700694652054,0,0.0,Claude 3.6S
621,365,986,writing,3000,3,0.6,6.894670039433481,0,0.04,Claude 3.6S
312,95,407,chat,1500,1,0.35,6.0112671744041615,0,0.0,Claude 3.6S
181,113,294,reasoning,6000,1,0.35,5.686975356339819,0,0.08,Claude 3.6S
443,408,851,chat,800,2,0.475,6.747586526829315,0,0.0,Claude 3.6S
2246,660,2906,reasoning,800,3,0.6,7.9748769005588755,0,0.08,Claude 3.6S
331,410,741,writing,3000,5,0.85,6.60934924316738,0,0.04,Claude 3.6S
401,430,831,qa,800,2,0.475,6.723832440821209,0,0.03,Claude 3.6S
486,216,702,writing,1500,3,0.6,6.555356891810665,0,0.04,Claude 3.6S
260,251,511,reasoning,800,5,0.85,6.238324625039508,0,0.08,Gemini 3
7447,3000,10447,chat,200,4,0.725,9.254165851516213,1,0.0,Gemini 3
539,298,837,code,1500,3,0.6,6.731018100482083,0,0.07,Claude 3.6S
750,570,1320,chat,3000,3,0.6,7.186144304522325,0,0.0,Claude 3.6S
537,487,1024,chat,400,3,0.6,6.932447891572508,1,0.0,Gemini 3
2120,801,2921,qa,800,2,0.475,7.980023592310644,0,0.03,Claude 3.6S
287,222,509,reasoning,1500,3,0.6,6.234410725718371,0,0.08,Claude 3.6S
495,169,664,writing,400,2,0.475,6.499787040655854,1,0.04,Claude 3.6S
278,287,565,writing,3000,4,0.725,6.338594078203183,0,0.04,Claude 3.6S
109,68,177,code,1500,3,0.6,5.181783550292085,0,0.07,Claude 3.6S
477,388,865,chat,200,3,0.6,6.763884908562435,1,0.0,Gemini 3
4706,1197,5903,writing,6000,2,0.475,8.683385366280309,0,0.04,Claude 3.6S
1358,944,2302,writing,1500,1,0.35,7.741967899820685,0,0.04,Claude 3.6S
185,256,441,qa,200,4,0.725,6.091309882077698,1,0.03,Gemini 3
373,168,541,chat,400,1,0.35,6.295266001439646,1,0.0,Claude 3.6S
1623,936,2559,chat,800,1,0.35,7.847762537473608,0,0.0,Claude 3.6S
948,526,1474,chat,200,3,0.6,7.29641326877392,1,0.0,Gemini 3
36,85,121,code,6000,1,0.35,4.804021044733257,0,0.07,Claude 3.6S
9809,3000,12809,chat,1500,2,0.475,9.45798139489078,0,0.0,Claude 3.6S
7595,2978,10573,reasoning,200,2,0.475,9.266153436795395,1,0.08,Gemini 3
8888,2317,11205,chat,400,4,0.725,9.32420462812523,1,0.0,Gemini 3
1735,439,2174,writing,800,4,0.725,7.684783943522784,0,0.04,Claude 3.6S
2328,777,3105,chat,3000,1,0.35,8.041091003708631,0,0.0,Claude 3.6S
83,240,323,qa,1500,1,0.35,5.780743515792329,0,0.03,Claude 3.6S
2297,776,3073,qa,1500,2,0.475,8.03073492409854,0,0.03,Claude 3.6S
125,150,275,chat,800,1,0.35,5.62040086571715,0,0.0,Claude 3.6S
1261,416,1677,writing,1500,2,0.475,7.425357887027151,0,0.04,Claude 3.6S
120,238,358,qa,800,3,0.6,5.883322388488279,0,0.03,Claude 3.6S
180,172,352,code,3000,3,0.6,5.8664680569332965,0,0.07,Claude 3.6S
1375,442,1817,qa,400,3,0.6,7.505492274737424,1,0.03,Gemini 3
497,224,721,code,3000,3,0.6,6.582025138892826,0,0.07,Claude 3.6S
730,505,1235,reasoning,800,5,0.85,7.119635638017636,0,0.08,Gemini 3
1333,377,1710,chat,1500,2,0.475,7.444833273892193,0,0.0,Claude 3.6S
1188,746,1934,chat,3000,2,0.475,7.567862605463882,0,0.0,Claude 3.6S
911,481,1392,qa,800,2,0.475,7.239214973779806,0,0.03,Claude 3.6S
1835,1288,3123,writing,800,5,0.85,8.046869510959576,0,0.04,Claude 3.6S
1110,951,2061,chat,3000,3,0.6,7.631431664576905,0,0.0,Claude 3.6S
3792,2610,6402,chat,1500,3,0.6,8.764521909518802,0,0.0,Claude 3.6S
1437,748,2185,reasoning,1500,1,0.35,7.689828668736483,0,0.08,Claude 3.6S
303,360,663,reasoning,200,3,0.6,6.498282149476434,1,0.08,Gemini 3
193,177,370,code,3000,1,0.35,5.916202062607435,0,0.07,Claude 3.6S
291,189,480,reasoning,400,1,0.35,6.175867270105761,1,0.08,Claude 3.6S
373,366,739,reasoning,1500,1,0.35,6.606650186198215,0,0.08,Claude 3.6S
226,305,531,writing,3000,5,0.85,6.2766434893416445,0,0.04,Claude 3.6S
1719,645,2364,reasoning,3000,3,0.6,7.768533300926033,0,0.08,Claude 3.6S
84,290,374,chat,800,2,0.475,5.926926025970411,0,0.0,Claude 3.6S
81,278,359,code,400,1,0.35,5.886104031450156,1,0.07,Claude 3.6S
1344,469,1813,reasoning,200,1,0.35,7.503289630675082,1,0.08,Gemini 3
116,135,251,qa,1500,4,0.725,5.529429087511423,0,0.03,Claude 3.6S
463,457,920,code,800,3,0.6,6.825460036255307,0,0.07,Claude 3.6S
7763,3000,10763,code,800,4,0.725,9.283962511846797,0,0.07,Gemini 3
806,497,1303,qa,1500,2,0.475,7.173191742486598,0,0.03,Claude 3.6S
103,213,316,code,3000,3,0.6,5.75890177387728,0,0.07,Claude 3.6S
446,339,785,reasoning,3000,4,0.725,6.666956792429207,0,0.08,Claude 3.6S
232,208,440,code,800,2,0.475,6.089044875446846,0,0.07,Claude 3.6S
3860,2028,5888,writing,800,2,0.475,8.68084148294457,0,0.04,Claude 3.6S
691,610,1301,writing,3000,1,0.35,7.171656822768514,0,0.04,Claude 3.6S
287,137,424,writing,1500,4,0.725,6.052089168924416,0,0.04,Claude 3.6S
1156,864,2020,reasoning,800,2,0.475,7.61134771740362,0,0.08,Claude 3.6S
252,391,643,qa,3000,1,0.35,6.467698726104353,0,0.03,Claude 3.6S
1288,439,1727,reasoning,200,2,0.475,7.454719949364001,1,0.08,Gemini 3
37,166,203,code,3000,3,0.6,5.318119993844216,0,0.07,Claude 3.6S
248,391,639,chat,400,3,0.6,6.461468176353717,1,0.0,Claude 3.6S
484,446,930,qa,3000,3,0.6,6.836259277277067,0,0.03,Claude 3.6S
494,286,780,writing,1500,4,0.725,6.660575149839686,0,0.04,Claude 3.6S
1233,795,2028,qa,400,4,0.725,7.615298339825815,1,0.03,Gemini 3
620,402,1022,chat,1500,3,0.6,6.930494765951626,0,0.0,Claude 3.6S
2454,889,3343,chat,800,1,0.35,8.114922974204593,0,0.0,Claude 3.6S
1024,289,1313,reasoning,1500,1,0.35,7.1808311990445555,0,0.08,Claude 3.6S
126,215,341,reasoning,800,2,0.475,5.834810737062605,0,0.08,Claude 3.6S
415,366,781,code,800,2,0.475,6.661854740545311,0,0.07,Claude 3.6S
971,483,1454,chat,3000,1,0.35,7.282761179605592,0,0.0,Claude 3.6S
7614,3000,10614,chat,1500,2,0.475,9.270023374137356,0,0.0,Claude 3.6S
315,262,577,code,1500,4,0.725,6.359573868672377,0,0.07,Claude 3.6S
585,576,1161,code,3000,2,0.475,7.057897937411856,0,0.07,Claude 3.6S
5520,3000,8520,reasoning,400,3,0.6,9.050288983827956,1,0.08,Gemini 3
6782,2104,8886,chat,1500,4,0.725,9.092344813738475,0,0.0,Claude 3.6S
119,69,188,qa,1500,4,0.725,5.241747015059643,0,0.03,Claude 3.6S
617,342,959,chat,800,2,0.475,6.866933284461882,0,0.0,Claude 3.6S
219,141,360,chat,800,2,0.475,5.8888779583328805,0,0.0,Claude 3.6S
279,146,425,chat,6000,3,0.6,6.05443934626937,0,0.0,Claude 3.6S
167,126,293,chat,800,4,0.725,5.683579767338681,0,0.0,Claude 3.6S
493,521,1014,qa,800,5,0.85,6.922643891475888,0,0.03,Claude 3.6S
381,318,699,chat,6000,2,0.475,6.551080335043404,0,0.0,Claude 3.6S
2476,1177,3653,qa,1500,1,0.35,8.203577736937952,0,0.03,Claude 3.6S
1823,987,2810,chat,400,3,0.6,7.941295570906531,1,0.0,Gemini 3
2314,1328,3642,reasoning,1500,3,0.6,8.200562797008564,0,0.08,Claude 3.6S
22,140,162,reasoning,800,1,0.35,5.093750200806762,0,0.08,Claude 3.6S
320,239,559,qa,400,2,0.475,6.327936783729195,1,0.03,Claude 3.6S
